id,project_reference,identifier,version,created_on,category_id,active,uuid
1160,1927,10253,6,2019-04-20,4,false,97e3f2c7-2eed-43d5-9731-21cc4867509e
1161,1954,10253,7,2019-04-20,4,false,062996a5-3082-4030-87d4-0b29d933e4d6
1162,1789,10253,8,2019-04-20,4,false,4a10b55c-ada8-45ba-b50f-4dcb879a7a52
1163,1859,10253,9,2019-04-20,1,true,39b70659-e262-4b70-9e8c-077b8af645b0
1164,1295,19390,1,2019-04-20,1,false,9adcabd8-6c09-40bc-a2ef-972159e803a4
1165,1128,19390,2,2019-04-20,1,false,6faeee54-5af2-4bcd-a887-37547e04b4f7
1166,1403,19390,3,2019-04-20,1,false,b4253b97-2485-4e27-87c9-65221e349e9a
1167,1317,19390,4,2019-04-20,1,false,6a7abf4d-1cb9-41e7-bbb7-ebb8f59c09ac
1168,1250,19390,5,2019-04-20,4,false,fc27becf-bf55-4aa7-8eee-01c228dce173
1169,1399,19390,6,2019-04-20,2,false,183bdd07-032f-4a73-b784-875e98ced91a
1170,1902,19390,7,2019-04-20,2,false,5b685949-0bd2-4fcb-831c-babc42a9d557
1171,1902,19390,8,2019-04-20,2,false,eb3b0fae-8ba9-496c-989b-e2cba5c12f50
1172,1859,19390,9,2019-04-20,2,true,715c20a7-5b14-445e-9ec6-18a89b85765e
1173,1902,19390,10,2019-04-20,2,false,ffb3c585-a0c7-417a-81f0-deb751af8788
1174,1034,11558,1,2019-04-20,4,false,af5cec9a-ee2e-4b37-b8fb-5e8364e0b3cb
1175,1902,11558,2,2019-04-20,2,false,d112d81b-f0fc-4465-a116-b0cc68a71f03
1176,1034,11558,3,2019-04-20,2,false,6e19d403-56fd-47e0-8741-f2ecb02375c9
1177,1434,11558,4,2019-04-20,4,false,5fb54ca6-02a9-4ca9-85d9-7154a11c66f6
1178,1674,11558,5,2019-04-20,1,false,8f4a7d6d-fe1f-4899-990c-05974c851ef7
1179,1789,11558,6,2019-04-20,3,false,667106cb-e3a7-45bc-b7cd-4b6e8b0bc60e
1180,1034,11558,7,2019-04-20,2,true,c8a3c0f1-1a88-48fb-ae13-e1c6b8f1d853
1181,1250,13270,1,2019-04-20,2,false,df5e75da-6560-4cbc-a230-9a915f184b1a
1182,1070,13270,2,2019-04-20,1,false,0136b42b-f1c6-4d8e-bdd3-60d6b6807e62
1183,1701,13270,3,2019-04-20,4,false,e8e58a88-278b-43dd-858e-ebcebf5cc115
1184,1755,13270,4,2019-04-20,2,false,4b9078eb-a7f1-4223-b39f-52fb06b1ec5f
1185,1927,13270,5,2019-04-20,3,false,8efe0d77-4f33-41a2-a126-469ee562d777
1186,1317,13270,6,2019-04-20,1,false,e93f45db-bd28-4f6d-bc8f-a89fb30ebe4d
1187,1701,13270,7,2019-04-20,1,false,943f31f5-45d5-49ac-80f6-e280c70fbf48
1188,1755,13270,8,2019-04-20,4,false,a66b588e-9759-4f61-bfd7-e1251b0556eb
1189,1434,13270,9,2019-04-20,2,true,89161b58-b9e3-46a1-9b2d-b8c5f22d2819
1190,1701,12438,1,2019-04-20,4,false,6f4fc104-e2b2-4499-bd43-6b0c4d23cafd
1191,1250,12438,2,2019-04-20,3,false,3b9a2874-3225-4179-8dd5-b42cb8d41355
1192,1701,12438,3,2019-04-20,1,false,6ba298cb-ea50-4b7b-8d39-9df4c8d2be76
1193,1434,12438,4,2019-04-20,3,false,00a32197-3b70-4679-a2ba-90e1bdd9a4d2
1194,1034,12438,5,2019-04-20,1,false,c56133ea-b7b0-4303-9d78-025250660e46
1195,1596,12438,6,2019-04-20,3,false,45781451-ab6a-4999-a0c7-537dbac11a63
1196,1463,12438,7,2019-04-20,4,false,d73d8377-f41b-4cd7-a6b6-fc5f7da15c25
1197,1690,12438,8,2019-04-20,3,true,f24f043c-73d7-4305-8e40-4d8534ace900
1198,1960,16916,1,2019-04-20,1,false,03b63497-2658-4081-88b3-d6f16cb3ece0
1199,1596,16916,2,2019-04-20,1,false,de672991-cd0e-4954-9902-205b3971175c
1200,1034,16916,3,2019-04-20,4,true,992740f6-4183-4947-9640-4d15feefa576
1201,1463,18376,1,2019-04-20,2,false,5a0736c6-f9ee-4d31-af59-929b6bdcbe2a
1202,1701,18376,2,2019-04-20,2,false,31d8943f-10bf-48c0-9c0b-4b83c69e0281
1203,1399,18376,3,2019-04-20,1,false,44efd004-0a4a-4c40-9359-46d44fc2a09a
1204,1128,18376,4,2019-04-20,3,false,be7353f3-6189-4c6f-8558-e79b33d68df3
1205,1596,18376,5,2019-04-20,3,false,67496c64-4399-4e09-8cfd-70303a2e58b4
1206,1674,18376,6,2019-04-20,3,true,0cb6f0a3-8eff-46bc-86f6-6dffa4fb83a3
1207,1859,18486,1,2019-04-20,1,false,51416933-cc8b-44fa-b947-d5d1837f281e
1208,1960,18486,2,2019-04-20,2,false,0ad46087-30f9-4400-86ec-7abef8475aeb
1209,1399,18486,3,2019-04-20,1,false,685317ad-80e3-463d-a5cd-754fc99721a7
1210,1796,18486,4,2019-04-20,4,false,dd72e5fb-3b34-4288-8fa7-d21d2d9e3df7
1211,1034,18486,5,2019-04-20,2,false,e02b5cb7-f35c-4cee-b13c-dae53f67f631
1212,1070,18486,6,2019-04-20,1,false,8dcc6f09-640a-40ca-bc37-73b998d6e13f
1213,1070,18486,7,2019-04-20,2,false,b94f012f-2bd8-47d4-aeba-ad06aa93235a
1214,1674,18486,8,2019-04-20,1,true,deb37a19-f4b5-4415-8aea-fb39602e4d47
1215,1034,19188,1,2019-04-20,4,false,f647c0bb-089e-4805-ab23-5667a5cb1d7d
1216,1859,19188,2,2019-04-20,4,false,563a626d-29d2-49b4-8191-24ceaecfa7bf
1217,1789,19188,3,2019-04-20,4,false,3f993414-f1c6-4a98-baf3-400a9a4c54b2
1218,1960,19188,4,2019-04-20,3,false,96437576-b28c-4e11-9153-3359f154374e
1219,1667,19188,5,2019-04-20,4,false,9a0e5905-7a11-4492-9d07-26fd31754a91
1220,1667,19188,6,2019-04-20,1,false,080e4c8e-6cca-4f81-92ee-c7dc616ef3a6
1221,1295,19188,7,2019-04-20,1,false,29b8b921-6ef5-42af-88ee-8da9b036443b
1222,1796,19188,8,2019-04-20,3,false,3ed0c196-2d1b-4169-a791-22e0c62360dc
1223,1039,19188,9,2019-04-20,2,true,d30cdbcc-e888-438b-97de-a4173d23474b
1224,1809,13158,1,2019-04-20,2,false,e8d2b4fa-cf47-4146-829f-3d2c3aa7968a
1225,1128,13158,2,2019-04-20,1,false,4030d5a3-efda-4be8-aaa5-1fcf212699ed
1226,1463,13158,3,2019-04-20,1,false,69f85b60-84ed-4237-bd52-ebd653686bdd
1227,1070,13158,4,2019-04-20,3,false,46c7ccfe-2416-4858-9408-51c080a6fefa
1228,1039,13158,5,2019-04-20,1,false,54e08ec9-2bf7-46d3-b4ef-93182bdf126b
1229,1295,13158,6,2019-04-20,4,false,8ce4d74b-97b8-4866-bdad-fd07f07f0bcb
1230,1809,13158,7,2019-04-20,4,true,76b05fe9-f28c-4958-88ee-114fe6f81805
1231,1317,16283,1,2019-04-20,1,false,115a50de-4470-47cd-a354-49d87b606d02
1232,1927,16283,2,2019-04-20,3,false,3c734295-8560-4be9-975f-39fd13e98335
1233,1403,16283,3,2019-04-20,4,true,558d4b4d-d554-4c54-9294-232fa2f938be
1234,1295,19606,1,2019-04-20,3,false,71c8af12-32fc-4a22-8d6b-b5e9227c0d63
1235,1927,19606,2,2019-04-20,3,false,45e772df-647c-4a28-9ea6-5e43498eb82f
1236,1463,19606,3,2019-04-20,2,false,70d360de-1af7-4afe-8c79-dc148899e86f
1237,1960,19606,4,2019-04-20,4,false,d755063e-0b35-4b91-b518-c71349988aa5
1238,1434,19606,5,2019-04-20,4,false,d6afdd8d-61c5-4384-b96e-8973140ae87b
1239,1755,19606,6,2019-04-20,3,true,61368b97-cbce-4b3d-ba9f-323c7e0801ea
1240,1755,18668,1,2019-04-20,3,false,025b95c9-3ca5-4af0-bc22-6876e5e4a929
1241,1034,18668,2,2019-04-20,3,false,ec098708-904d-44ac-b14e-5b9ea34fdb5a
1242,1701,18668,3,2019-04-20,2,true,4f87b434-7fcb-476b-a7b8-14ebc5fc2804
1243,1789,14295,1,2019-04-20,3,false,c5818fa6-69d0-49f2-b8ec-58a8108d3784
1244,1070,14295,2,2019-04-20,3,false,df7c3bac-9fae-4305-89dd-ef71e84858fd
1245,1701,14295,3,2019-04-20,1,false,97f5fe6f-0fa3-448b-a036-61b0979a89fd
1246,1690,14295,4,2019-04-20,4,false,7ae74412-4ac1-4072-95c0-c5ecc9f75616
1247,1902,14295,5,2019-04-20,2,false,675eed95-34a6-4c37-aec5-8cefd649e21e
1248,1596,14295,6,2019-04-20,4,false,98baffcf-2498-41dc-b5bd-181abb6d3af9
1249,1902,14295,7,2019-04-20,2,false,3676b120-f32f-41aa-8e83-67b6dd8908a0
1250,1927,14295,8,2019-04-20,2,false,40bd785d-5576-4ba6-9f04-04e49d1d03da
1251,1434,14295,9,2019-04-20,2,true,9f68c231-d28f-4387-9678-a842d9ea9185
1252,1755,10868,1,2019-04-20,2,false,7dd1f695-ff1b-480e-8db1-651305402d7d
1253,1674,10868,2,2019-04-20,4,false,9c347510-2bd5-437d-8818-76560377d621
1254,1463,10868,3,2019-04-20,2,false,e6a1c6be-5f06-4f7e-aa0d-b6d1bb590d58
1255,1667,10868,4,2019-04-20,1,false,0c4ec3fd-2545-4c24-8228-f6737698557f
1256,1596,10868,5,2019-04-20,3,false,ad47218e-db05-4c3f-af8b-0f79b6e70d24
1257,1954,10868,6,2019-04-20,1,true,6bc87327-0626-47c4-94ce-a145a818b8b7
1258,1690,17957,1,2019-04-20,1,false,88016d13-0886-4f60-b8ad-0d86d18f6d02
1259,1034,17957,2,2019-04-20,4,false,2bf4b83a-7f52-4f0d-a89e-ad48f9f1ae51
1260,1070,17957,3,2019-04-20,2,false,7bdb9e60-2aff-44e3-bf48-2c9923a40c7e
1261,1859,17957,4,2019-04-20,1,true,9d2ba876-e370-427f-bbb0-a4df804e85e6
1262,1809,12219,1,2019-04-20,2,false,393ec63e-2e88-4bb9-8bf1-dfaeca924043
1263,1070,12219,2,2019-04-20,2,false,73151bc9-d8d1-486b-8c68-8ec2940e1f1b
1264,1317,12219,3,2019-04-20,1,false,476fdd03-20f3-4022-9f51-3e15a884c553
1265,1434,12219,4,2019-04-20,4,false,4b1f167b-64d9-475e-bd7c-1c23d2311e78
1266,1317,12219,5,2019-04-20,1,false,724e2477-c60e-4a8b-8afd-6aacc068a030
1267,1902,12219,6,2019-04-20,4,false,7227a192-7ac9-4648-95c3-f946f569fce6
1268,1128,12219,7,2019-04-20,4,false,f12a9f15-a6c6-4cbf-a079-65f17d9fb92f
1269,1317,12219,8,2019-04-20,4,false,10b25a6e-32ef-4c44-ba34-026891e467fd
1270,1250,12219,9,2019-04-20,3,true,97c9a570-ed1b-496c-bc0c-7c06674ac89b
1271,1701,15134,1,2019-04-20,4,false,4649c8d9-a957-488c-a97c-5e424f4a485a
1272,1399,15134,2,2019-04-20,1,false,306ebf33-882f-4cb2-af05-e03dceec6ebd
1273,1674,15134,3,2019-04-20,2,true,cb8ff118-1ccd-4a3b-b8f5-81fb58de6305
1274,1954,11377,1,2019-04-20,4,false,06e0075e-8772-45be-b879-0fc7c0888d44
1275,1403,11377,2,2019-04-20,4,false,56d31384-4f5b-424e-a10d-c9a6b64ddbf6
1276,1399,11377,3,2019-04-20,4,false,00ab1a8e-0e27-4da7-9f79-673a53f28a83
1277,1070,11377,4,2019-04-20,4,false,12921ccf-609f-4bda-a738-10b065f9ee73
1278,1674,11377,5,2019-04-20,1,false,6308893b-10bf-4d36-ae33-16d501afcf2f
1279,1070,11377,6,2019-04-20,4,false,2e8e8100-f433-420a-8e1a-7fb9cedd5a7f
1280,1789,11377,7,2019-04-20,2,false,465a5496-12bb-4606-9cbd-1cba9cc1d7ad
1281,1399,11377,8,2019-04-20,3,true,3a3c5795-fbb3-43d1-8608-938bd7abd1ab
1282,1128,11161,1,2019-04-20,1,false,2f3296cd-8e13-4ad7-8571-68840e00c052
1283,1034,11161,2,2019-04-20,1,false,00545845-0dfa-4334-8343-6684d6b37cdf
1284,1250,11161,3,2019-04-20,3,false,69cf771c-4f32-45fa-9a3e-b5cd34e961f0
1285,1034,11161,4,2019-04-20,3,false,7af65a24-738a-4bc5-ae89-2e3289a8ceba
1286,1596,11161,5,2019-04-20,3,false,565bbd62-6176-4789-a6c4-79c2214614de
1287,1954,11161,6,2019-04-20,3,false,50cad045-9df9-434c-aa2f-6817f44d9d59
1288,1859,11161,7,2019-04-20,2,false,c2c7ec0c-1ef4-40f1-95d4-98b4cdb42851
1289,1295,11161,8,2019-04-20,3,false,91e70137-95ae-471c-89f9-5d6a0869f432
1290,1927,11161,9,2019-04-20,4,true,c3135791-526f-482d-a6c3-08ae57fee5e6
1291,1070,17870,1,2019-04-20,2,false,9a2ffb72-8146-41a7-a393-13f651339a02
1292,1463,17870,2,2019-04-20,4,false,bb932625-9824-42a6-83eb-4e06a45b6721
1293,1403,17870,3,2019-04-20,3,false,fc990d9c-d8aa-41d5-ae31-bc02838731ee
1294,1034,17870,4,2019-04-20,1,false,242119b3-1adb-4467-ab8d-04afddb649f4
1295,1960,17870,5,2019-04-20,4,false,6bd9479a-8a86-4fc9-8d34-fbdc53a7ecb9
1296,1674,17870,6,2019-04-20,1,false,0eaa4d95-8cf9-4247-87bb-3ab362fabda2
1297,1902,17870,7,2019-04-20,1,false,47fd6220-5b46-4345-8df9-cb84a38a8218
1298,1690,17870,8,2019-04-20,3,true,d4cc8f00-73cc-4e60-872c-9dd930966090
1299,1596,19264,1,2019-04-20,4,false,b01ed2a9-f236-4889-9f4a-198d0713b6bd
1300,1667,19264,2,2019-04-20,4,false,b7fea4f4-416a-4576-8610-1c2050468c03
1301,1596,19264,3,2019-04-20,3,false,ba548ba6-7ccc-4502-938a-5669c306394f
1302,1596,19264,4,2019-04-20,4,false,7e7abeb0-fef3-4400-99c3-25c5ff23bdea
1303,1789,19264,5,2019-04-20,2,false,812e50a4-ffed-4436-aeac-9a8f8728ad9f
1304,1927,19264,6,2019-04-20,3,false,a1667381-b4db-444e-a07d-b75d87b1b3a8
1305,1070,19264,7,2019-04-20,2,false,6a231e1e-01eb-4fc8-bd78-12abdbb1256d
1306,1809,19264,8,2019-04-20,1,false,f20a2437-b229-494d-84e1-8d46f14e7e8b
1307,1755,19264,9,2019-04-20,4,true,38150964-2e20-4c50-852d-675790100e81
1308,1674,10498,1,2019-04-20,3,false,2cc17bda-dcec-4d34-92a9-c9fb2e605f32
1309,1796,10498,2,2019-04-20,2,false,98268768-f464-4868-8299-f3888750c2f1
1310,1674,10498,3,2019-04-20,3,false,1976bfa1-abb3-4576-b851-225698c74b16
1311,1667,10498,4,2019-04-20,2,true,71181d57-b98f-41e9-93de-ba391ab65454
1312,1070,19083,1,2019-04-20,2,false,b502c2f0-f41a-4cd1-a594-ddfe45d6eee3
1313,1463,19083,2,2019-04-20,4,false,6191f15b-1363-4799-a4ff-27cb8bc54000
1314,1250,19083,3,2019-04-20,2,false,a6080b13-8fed-4c34-bffa-67ee0ad51da4
1315,1674,19083,4,2019-04-20,3,false,d8c94599-4937-43eb-8bd4-a75a58aea114
1316,1789,19083,5,2019-04-20,2,false,f871b304-7a27-48bd-94e1-a345222f1a07
1317,1463,19083,6,2019-04-20,2,true,15408442-76b6-4258-a149-e1f0422a3ccd
1318,1399,12154,1,2019-04-20,4,false,50570b88-3152-4148-82e9-99a18e10e9b6
1319,1667,12154,2,2019-04-20,2,false,f7116cc3-9516-4903-9a79-344adfe5c86e
1320,1755,12154,3,2019-04-20,4,false,011fcb19-49e5-443f-bd5a-2d4cdb71055b
1321,1399,12154,4,2019-04-20,3,true,8f90aa5b-eb8e-446a-a016-e62ee0924f3f
1322,1295,11814,1,2019-04-20,1,false,ea4e2d2f-2fe1-4b40-b633-fd65a79d786f
1323,1701,11814,2,2019-04-20,4,false,4ce18bf0-b593-42b3-abe7-e11657cb35cc
1324,1927,11814,3,2019-04-20,4,false,86fa658e-a0ea-450f-a085-080567bf1a51
1325,1927,11814,4,2019-04-20,2,false,e04fabdd-421a-44d9-ad60-a66693ff6a7c
1326,1403,11814,5,2019-04-20,4,false,14364731-31a2-41a7-a10f-ca1cc25f2269
1327,1859,11814,6,2019-04-20,1,false,c70bff29-dac8-40b2-a900-89ebf3216ca1
1328,1674,11814,7,2019-04-20,4,false,5a06820e-6519-4c9e-96d7-0558dba60cb3
1329,1667,11814,8,2019-04-20,3,false,ba63b841-f2f5-4fe4-a187-142f1ba6985f
1330,1927,11814,9,2019-04-20,1,true,4938668c-d022-4ae3-a6f4-addd38f4b281
1331,1796,11814,10,2019-04-20,3,false,55a9b14a-82e3-4936-840c-c33d78a39f64
1332,1039,12676,1,2019-04-20,2,false,33052b3f-5fcb-41ec-8855-df840718b8ea
1333,1701,12676,2,2019-04-20,1,false,8238660a-7a6a-4628-8e54-aa3e9c5d8682
1334,1701,12676,3,2019-04-20,1,false,7f209b84-44e4-4c00-9d57-3cefec50fbf9
1335,1796,12676,4,2019-04-20,1,false,daa866df-fd23-454a-b7a2-6239a370e020
1336,1403,12676,5,2019-04-20,3,true,3d6e0ff4-66a6-42d8-a036-580bbfc5347b
1337,1399,17593,1,2019-04-20,3,false,b7c57f34-8f59-4f90-9b4e-51e8743bb615
1338,1596,17593,2,2019-04-20,4,false,73c2abce-32a5-4d80-8c3c-cb3347d0845c
1339,1039,17593,3,2019-04-20,2,false,0c1d1213-d43e-4521-8fc0-5ba6241ae33d
1340,1796,17593,4,2019-04-20,2,false,24f7b011-045a-4607-b83c-188c0aa647ef
1341,1034,17593,5,2019-04-20,2,false,b3dd3301-e549-4aa3-a126-1423cd09f6f8
1342,1809,17593,6,2019-04-20,3,false,d367d5d2-67ff-456c-bde4-a667bf0d8eb9
1343,1403,17593,7,2019-04-20,1,false,b44a9b24-e595-44d9-acb7-f1c144c3e2c1
1344,1954,17593,8,2019-04-20,1,true,7e02acc0-230e-44fc-a9cd-52b5be490033
1345,1070,10050,1,2019-04-20,4,false,4c305ee2-bf23-4c71-b9d0-8a27998cb985
1346,1434,10050,2,2019-04-20,2,false,34fb5c44-4762-4960-b59b-5922fdf0e8f7
1347,1596,10050,3,2019-04-20,4,false,3662c04d-826f-4fd6-8489-761bad6a3e42
1348,1596,10050,4,2019-04-20,2,false,53c26a18-95e8-4ae6-8f2d-2e01918f39cd
1349,1809,10050,5,2019-04-20,4,false,dcee8074-6896-4ff2-99a6-9d4cfe5796d3
1350,1690,10050,6,2019-04-20,2,false,3d7e5901-23e0-45df-94c8-ca6eeed016f9
1351,1927,10050,7,2019-04-20,4,false,006c8777-9660-4ade-834f-ec8399a2c4d7
1352,1960,10050,8,2019-04-20,2,true,a5bc87ee-91fb-4ee5-b7e8-28f6688333c2
1353,1927,17908,1,2019-04-20,3,false,20c890eb-e354-4159-a23b-a2f8be233eef
1354,1789,17908,2,2019-04-20,4,false,f0a4572c-e80a-40b7-a462-142edec8a956
1355,1250,17908,3,2019-04-20,3,false,a1d77e0a-c22f-49ac-8905-fe2654f377fe
1356,1859,17908,4,2019-04-20,4,false,af08f617-764e-4106-8f3f-1e69a3ed5a82
1357,1954,17908,5,2019-04-20,2,false,6daa9331-2161-47db-abf0-cde50f9dd3ae
1358,1128,17908,6,2019-04-20,2,false,aefe8bd5-4fbc-4f74-945f-6bd09320e877
1359,1701,17908,7,2019-04-20,2,false,79cb91f3-e6fd-4ce7-8e6a-b46168e52377
1360,1859,17908,8,2019-04-20,3,false,d8b54ec1-eb0e-46cd-9dd7-6566f997cfc5
1361,1463,17908,9,2019-04-20,1,true,510c6652-c7b6-4cd7-b439-01fd45ad67be
1362,1250,17908,10,2019-04-20,2,false,30bc8c16-7bd8-43ed-a533-558606f6e25c
1363,1039,15263,1,2019-04-20,4,false,76cfa52c-b0d0-4176-b066-6858ae17f557
1364,1434,15263,2,2019-04-20,2,false,bf1601ed-67ef-49df-9870-70deb8477395
1365,1034,15263,3,2019-04-20,3,false,b99cd87d-cf41-4d97-8698-fd2e72b76693
1366,1960,15263,4,2019-04-20,3,false,df4b217b-f81e-49b1-ab20-93c1fc7b442d
1367,1463,15263,5,2019-04-20,1,false,ba1ffd19-f6df-4174-b38d-62aa6a07fa35
1368,1927,15263,6,2019-04-20,1,false,8597d318-4fed-4e72-9a3e-96a68464d144
1369,1128,15263,7,2019-04-20,3,true,de99a811-5efd-4f7f-aa7f-176ca8a2d47f
1370,1463,10178,1,2019-04-20,2,false,c7f05be7-e210-4709-a204-804b8b60b067
1371,1859,10178,2,2019-04-20,3,false,3d2a1523-f9c1-4342-a4d1-44abef70a26c
1372,1070,10178,3,2019-04-20,4,false,28436f26-c1ae-4df5-9bb7-042090eb5032
1373,1128,10178,4,2019-04-27,2,false,1883b2db-5b03-4c1b-bd3a-7916223b6bc4
1374,1927,10178,5,2019-04-27,4,false,4fcb27dc-848f-4d37-9fc2-b2967d51031e
1375,1755,10178,6,2019-04-27,4,true,d51a2773-0114-4a25-a468-8414685824ad
1376,1902,18932,1,2019-04-27,3,false,99e5bc98-87e9-45d8-aef3-93b82738f977
1377,1463,18932,2,2019-04-27,2,false,235d6580-ed5a-4c32-a98d-2a6cc22783eb
1378,1960,18932,3,2019-04-27,1,true,d792f38c-6f3f-443c-9cb5-025c2bb9e3ea
1379,1128,19669,1,2019-04-27,1,false,321e75dc-ce39-404d-955d-6aea728dfa5d
1380,1295,19669,2,2019-04-27,1,false,6cd5bcb6-68f0-41f2-b9c0-b3ff6d7fa09d
1381,1250,19669,3,2019-04-27,2,false,1edc7b10-374a-4e30-a357-850eed9e63ae
1382,1796,19669,4,2019-04-27,4,false,8183fe7b-83a3-4223-b6d9-ca8cf24c365e
1383,1667,19669,5,2019-04-27,3,false,1c63ffe0-2b40-47c5-91ff-353bb8b94aa6
1384,1902,19669,6,2019-04-27,1,false,7ee8ae61-f276-41a6-901d-3cbff5e8cda9
1385,1434,19669,7,2019-04-27,3,false,0fc8ba79-70da-4ea3-ba92-c89f035d3a5b
1386,1701,19669,8,2019-04-27,3,true,a1e3f63d-052a-4fe6-aaa9-1e324d7b7d5e
1387,1070,17588,1,2019-04-27,3,false,be148f4c-36ac-4a5d-8f59-ac1543401673
1388,1403,17588,2,2019-04-27,1,false,52b260f6-c26a-4ca0-a684-2594c92cea76
1389,1927,17588,3,2019-04-27,3,false,ada7f63a-76c4-402f-9859-9d6649cbff8e
1390,1809,17588,4,2019-04-27,2,false,01331220-0eb7-4873-81fb-30b216a82940
1391,1039,17588,5,2019-04-27,2,true,40f670c2-1cce-4cf0-9a62-6e1ea2ed56e3
1392,1250,14876,1,2019-04-27,1,false,3e970ddd-ee69-4548-92ed-e7778d9c4489
1393,1789,14876,2,2019-04-27,3,false,699de882-da61-4fbe-8b31-963c1c2b93b6
1394,1809,14876,3,2019-04-27,3,false,3b5cc0fe-5a00-46f0-a035-3be3b91486b1
1395,1674,14876,4,2019-04-27,1,false,7323783b-caa0-4881-8b86-6ec0dfe493c1
1396,1463,14876,5,2019-04-27,1,false,dffa5944-836b-43c4-ac11-fb9d16d6c792
1397,1295,14876,6,2019-04-27,3,false,416a091e-7c22-41d4-94b7-32dbe07f9cab
1398,1927,14876,7,2019-04-27,1,false,2ac011a5-4a53-4ed1-95d4-2e646564e6bf
1399,1960,14876,8,2019-04-27,4,true,a9ed3ce8-93bd-436a-9add-223436aa3258
1400,1690,14934,1,2019-04-27,4,false,d803a7bd-bb09-4a0a-a984-2b86d940e176
1401,1596,14934,2,2019-04-27,4,false,7129c394-784f-44bb-b4c5-c13f49ddbba7
1402,1960,14934,3,2019-04-27,1,false,e7eb4448-1f8d-4c57-bc29-b0f4c02bb5e5
1403,1859,14934,4,2019-04-27,3,true,8d51459b-c832-436a-a0cf-42f26a135b28
1404,1796,15711,1,2019-04-27,1,false,b41a4b2d-c391-4cbf-9d0a-161231b0f36a
1405,1674,15711,2,2019-04-27,1,false,d7cb38e3-3bfb-4210-aeb3-7828e5925bc6
1406,1927,15711,3,2019-04-27,2,false,91a88bb0-0903-47a1-9597-0010a08cd630
1407,1403,15711,4,2019-04-27,2,false,9df23dae-34d8-4109-abbb-5ea1bcec53c8
1408,1796,15711,5,2019-04-27,3,false,ac4a4993-22d8-4323-a1b6-9e2a8fdf0a57
1409,1463,15711,6,2019-04-27,1,false,13e546ad-5a75-4319-9ecc-077442519310
1410,1667,15711,7,2019-04-27,4,true,a394699f-238b-4d58-aada-1e24ffbcb48f
1411,1701,16870,1,2019-04-27,2,false,ad1d2060-104f-4a05-99af-d4b05980f06d
1412,1796,16870,2,2019-04-27,1,false,40fb668f-b6a2-48f4-a6f5-f1588167054a
1413,1317,16870,3,2019-04-27,1,false,ef7f4c3c-e661-468f-a789-c73d3e517905
1414,1250,16870,4,2019-04-27,1,true,9b93eaae-a8c6-4203-bf14-87d4516d5b3f
1415,1927,14372,1,2019-04-27,2,false,38af3eea-3e4f-40dc-b2cd-6cccebfc63ff
1416,1859,14372,2,2019-04-27,1,false,081bacd1-dabe-4a8d-bdf1-37f22f55d8cc
1417,1954,14372,3,2019-04-27,3,false,2859f4cb-bbd2-4b6e-97ad-1235e369bd27
1418,1674,14372,4,2019-04-27,1,true,5798fa24-1c21-4e89-973f-3cb6829a0b22
1419,1796,12621,1,2019-04-27,3,false,a632c697-71d4-4eda-b947-bb59b2f1f2ed
1420,1796,12621,2,2019-04-27,2,false,4f104867-184d-4b0d-b7d7-23a648bfe49a
1421,1690,12621,3,2019-04-27,1,false,7031946b-9147-429b-96dc-44a7dfcf36a4
1422,1317,12621,4,2019-04-27,4,true,e2bfc466-00c5-4426-b661-81b6d5699a73
1423,1789,11276,1,2019-04-27,3,false,51f20607-db07-408f-bc86-f56c7dc1cdab
1424,1927,11276,2,2019-04-27,1,false,c222bff2-4264-4436-87c9-6a34176fb27a
1425,1902,11276,3,2019-04-27,1,false,b27aad25-7ac2-462c-8223-7f7beaf220f5
1426,1755,11276,4,2019-04-27,1,false,305e7a94-4c2a-4b43-96b5-07ef2193a8a2
1427,1859,11276,5,2019-04-27,2,false,c7e2d06e-e3eb-4fcf-a377-abd4daa837ba
1428,1317,11276,6,2019-04-27,1,false,8775ca43-a8e5-4b3a-81a5-17fd5ef35883
1429,1295,11276,7,2019-04-27,2,false,7db7e8d6-44de-4d55-905c-53532d28689f
1430,1250,11276,8,2019-04-27,1,false,0fdf51e6-d270-47c8-bc53-f0625903da4a
1431,1796,11276,9,2019-04-27,3,true,5cb11a0e-9aab-457f-ae1e-6997214af9a7
1432,1399,11276,10,2019-04-27,4,false,4d89ca3c-1177-4994-a43c-75a891e4378a
1433,1596,15979,1,2019-04-27,3,false,2e80a8ae-27d3-4330-a63f-c336dadd818f
1434,1463,15979,2,2019-04-27,2,false,f68f1f34-0456-4efa-b7fc-b03fb4be4772
1435,1034,15979,3,2019-04-27,1,false,9b8062b4-fec5-4eb1-8f38-652ecc6a29a3
1436,1954,15979,4,2019-04-27,4,true,35668944-ca7b-4045-9851-839829c7537f
1437,1399,18293,1,2019-04-27,3,false,6658056a-66b6-4f47-9aff-383eb9bf70de
1438,1399,18293,2,2019-04-27,2,false,925b425e-d2a5-4b25-b593-7e04fa0d98cb
1439,1755,18293,3,2019-04-27,1,false,2e08ded6-ceeb-4d10-9730-b027878b7ba6
1440,1070,18293,4,2019-04-27,2,false,92fe27e4-a9d8-4f9f-80e6-d401edf33895
1441,1789,18293,5,2019-04-27,1,false,0b272847-e71d-4a93-a66e-d1d86b13d8e2
1442,1960,18293,6,2019-04-27,2,false,246c2df2-ca49-48eb-b5e6-8ea7c7e725be
